Date,Content,Rating
10/31/2015,The video playback has finicky progress controls. I have to press multiple times to get to a new position. Also the course progress is missing because there used to be a green tick in the list views,4
10/31/2015,"Update: While the new version is a much needed reboot of Pluralsight's cripplingly out-of-date Android app, I still experience constant buffering while watching any of the videos on a 150Mb connection. I do admit this could very well be caused by a third party bottleneck in my route to Pluralsight's CDN, or even by Comcast themselves.  Videos only play for 30 seconds or so before stalling and rebuffers. The 2 stars are for Pluralsight's great content, not the app. Do yourself a favor and watch on a PC.",3
10/31/2015,Pluralsight gave completely new look and feel to this new version of application. Videos on mobiles offer better quality. Yet I'm missing landscape mode for tablets.,4
10/31/2015,The old app was pure garbage so I was glad to see they made a new one from scratch. The new one is also complete garbage.,1
10/31/2015,"I've been waiting for this update for a long long time and the new version is a huge improvement over the last version. Sure there are still things that could be improved, but overall it's a much better in app experience.",4
10/31/2015,Why did you remove the speed control? And if you have a new version why didn't you added the cast option it's basic for video streaming app...,1
10/31/2015,For the new version. Previous version was far better.,1
10/31/2015,"From what it looks like, the app is doing significantly better, but still waiting on chromecast support. Will update again when I get that feature.",3
10/31/2015,The application update available on 10/30 has fixed the issues with Kit Kat 4.3. App works wonderfully now. Thanks for the update. It does not crash when launched and I was also able to watch a video successfully and navigate the new UI. Thanks.,5
10/30/2015,New interface is slick and fast,4
10/30/2015,"This app is just complete garbage. I guess it does its job but it doesn't offer a single nicety of any kind. Why for example can't I stream these videos to my TV? Or even create a watching list, etc. UPDATE: New version, you Still can't stream to TV, are you freaking kidding me??  And no speed controls on videos, Jesus you guys are thick!!",1
10/30/2015,Won't start on my Nexus 5 with Android 6,1
10/30/2015,Since latest update app crashes on opening hence no longer usable.,2
10/30/2015,The new version  is good,5
10/30/2015,After the update it doesn't work Amy more. It crashes when I try to load the app.,1
10/30/2015,New update is broken. The app crashes whenever it is launched.,1
10/30/2015,"Pluralsight has the best training material for advancing my professional career. The app, when it works, is pretty good. Offline viewing is a must have feature for commuters. Periodically however videos unexplicably won't play and it can be infuriating trying to get rhe app to work again. It seems to need a good network connection even for offline viewing which seems a bit odd. Needs better error handling and messages.",4
